File Name,Threshold
POST_IHC_PS23-21433_A1_PS23-21433_B1_PS23-22604_A1_cd_HE-CD3.svs_aligned.ome.csv,0.6730136535001142
POST_IHC_PS23-17071_A1_cd_HE-CD3.svs_aligned.ome.csv,0.5509926832416818
POST_IHC_PS23-22706_A1_PS23-22706_B1_PS23-24449_A1_cd_HE-CD3.svs_aligned.ome.csv,0.6228491689948716
POST_IHC_PS23-25749_A1_PS23-28165_A1_cd_HE-CD3.svs_aligned.ome.csv,0.5274812507731316
POST_IHC_PS23-15535_A1_non-spec_HE-CD3.svs_aligned.ome.csv,0.23955429820392699
POST_IHC_PS23-17345_A1_PS23-17706_A1_normal_HE-CD3.svs_aligned.ome.csv,0.5471508019469183
POST_IHC_PS23-18001_A1_normal_HE-CD3.svs_aligned.ome.csv,0.5921767408240383
POST_IHC_PS23-18316_A1_PS23-18379_A1_PS23-18656_A1_normal_HE-CD3.svs_aligned.ome.csv,0.5166996002299369
POST_IHC_PS23-18669_A1_normal_HE-CD3.svs_aligned.ome.csv,0.6846701885551495
POST_IHC_PS23-20420_A1_PS23-20442_A1_normal_HE-CD3.svs_aligned.ome.csv,0.7385046146957572
POST_IHC_PS23-25204_A1_PS23-17242_A1_normal_HE-CD3.svs_aligned.ome.csv,0.5897393424323419
